SOC,V0
0,3.01047005
0.001,3.03191050588679
0.002,3.04957099832699
0.003,3.06590023448654
0.004,3.0809365245841
0.005,3.09516214315498
0.006,3.10847503148553
0.007,3.12105610842054
0.008,3.13297378365246
0.009,3.14423751290962
0.01,3.15518538526846
0.011,3.16555482505712
0.012,3.17550501653983
0.013,3.18504442002874
0.014,3.19430499773383
0.015,3.20321606198842
0.016,3.21177369540401
0.017,3.22006832073437
0.018,3.22813628770401
0.019,3.23592828632819
0.02,3.24354916095863
0.021,3.25089752306858
0.022,3.25797621848227
0.023,3.26505418673367
0.024,3.27185519309481
0.025,3.27843277857627
0.026,3.2848534825315
0.027,3.2911778106486
0.028,3.29732550522676
0.029,3.30328011823731
0.03,3.30920708824557
0.031,3.31495899156649
0.032,3.32054051343919
0.033,3.32603503287746
0.034,3.33142252533166
0.035,3.3366745269142
0.036,3.3419053326949
0.037,3.3469628763013
0.038,3.35193033823314
0.039,3.3567379281294
0.04,3.36157631231581
0.041,3.36632801466233
0.042,3.37088839991185
0.043,3.37539582595584
0.044,3.37987600182107
0.045,3.38428499404133
0.046,3.38848042591234
0.047,3.39272443117771
0.048,3.39685225018714
0.049,3.40093911127663
0.05,3.40500278664113
0.051,3.40881384200838
0.052,3.41270049680186
0.053,3.41651687876976
0.054,3.42022917377092
0.055,3.42395864974191
0.056,3.42746418967136
0.057,3.43102258515172
0.058,3.43438925994899
0.059,3.43774746416125
0.06,3.44098631591769
0.061,3.44415395364503
0.062,3.44715337924959
0.063,3.44995437035485
0.064,3.45267421609336
0.065,3.45521960043536
0.066,3.45759101157383
0.067,3.45977802194344
0.068,3.4618222039635
0.069,3.46368568613503
0.07,3.46538047612161
0.071,3.46701283540968
0.072,3.46854336170825
0.073,3.46975340731451
0.074,3.47092423920055
0.075,3.47194643657977
0.076,3.47299358735018
0.077,3.47390940582905
0.078,3.47468238146654
0.079,3.47551520694817
0.08,3.47620247182851
0.081,3.47699011819802
0.082,3.47768781265815
0.083,3.47839824030913
0.084,3.47906788415385
0.085,3.47967990614131
0.086,3.48038382540865
0.087,3.48109256511855
0.088,3.48170795197224
0.089,3.48237114069505
0.09,3.48298031478158
0.091,3.48363392887462
0.092,3.48430951457864
0.093,3.48488369533314
0.094,3.48559228020611
0.095,3.48621031661627
0.096,3.48685516401575
0.097,3.48742228370205
0.098,3.48806936106838
0.099,3.48875663400791
0.1,3.48933306876401
0.101,3.48991713021679
0.102,3.49063400447193
0.103,3.49111073205915
0.104,3.49179949873671
0.105,3.49241860929728
0.106,3.49302324871294
0.107,3.49368534074574
0.108,3.49422750112958
0.109,3.49488290509565
0.11,3.49549437392712
0.111,3.49611283154246
0.112,3.49668414304508
0.113,3.49731684299331
0.114,3.49784182641973
0.115,3.49847399593185
0.116,3.49909846296709
0.117,3.49969941130718
0.118,3.50040274956819
0.119,3.5009758582274
0.12,3.50162812219315
0.121,3.50228978937099
0.122,3.50288783466323
0.123,3.50352893869831
0.124,3.50419281485659
0.125,3.50481364373845
0.126,3.50550811774799
0.127,3.50622843531091
0.128,3.50692576196515
0.129,3.5076162460162
0.13,3.50835681446189
0.131,3.50909002893917
0.132,3.50986596490633
0.133,3.51078491975225
0.134,3.51159639973747
0.135,3.51240588710483
0.136,3.51329947629959
0.137,3.51419707985912
0.138,3.5152005505923
0.139,3.5160544743498
0.14,3.51703206785337
0.141,3.51797021059611
0.142,3.5188657945082
0.143,3.52000922741085
0.144,3.52088303832212
0.145,3.52184571465082
0.146,3.52279411432239
0.147,3.52381237155595
0.148,3.52466897854454
0.149,3.52570516376793
0.15,3.52652737954707
0.151,3.52749757116338
0.152,3.52844328270087
0.153,3.52933029153884
0.154,3.53027631429487
0.155,3.53122064050733
0.156,3.53206501915284
0.157,3.53295256193851
0.158,3.53382748308776
0.159,3.53467559039037
0.16,3.53561352058315
0.161,3.53647782915687
0.162,3.53730577511733
0.163,3.53814936240415
0.164,3.53894640813716
0.165,3.53992615105499
0.166,3.54073842396752
0.167,3.54148689722338
0.168,3.54239314010898
0.169,3.54325202683313
0.17,3.54411873302843
0.171,3.54483676055114
0.172,3.5456909376094
0.173,3.5465579941286
0.174,3.54734243764527
0.175,3.54821853436082
0.176,3.54900809834705
0.177,3.54979959693138
0.178,3.55061500477428
0.179,3.55149778935193
0.18,3.55232470934018
0.181,3.55308596515209
0.182,3.55391291250085
0.183,3.55476559094746
0.184,3.55560248644887
0.185,3.55646660923742
0.186,3.55722090975981
0.187,3.55812741348086
0.188,3.55899303660671
0.189,3.55978313508205
0.19,3.56062826689934
0.191,3.56145475390652
0.192,3.5622879286731
0.193,3.56309112444359
0.194,3.56397663147262
0.195,3.56476668314001
0.196,3.56559625376804
0.197,3.56641294907098
0.198,3.56722262495671
0.199,3.56809118866111
0.2,3.56892576503019
0.201,3.56960437905962
0.202,3.57045621430116
0.203,3.57119353043709
0.204,3.5719952860455
0.205,3.57276257384997
0.206,3.5735737215538
0.207,3.57431631533919
0.208,3.57505891990693
0.209,3.57581604058244
0.21,3.57663031854382
0.211,3.57723864086925
0.212,3.57799220341734
0.213,3.57877646716293
0.214,3.57948989471603
0.215,3.58015881114302
0.216,3.58090407411599
0.217,3.58155014652898
0.218,3.58220828899889
0.219,3.5829751554913
0.22,3.58360341988817
0.221,3.58434589148798
0.222,3.5849854235291
0.223,3.58565418128124
0.224,3.586334
0.225,3.58700481295506
0.226,3.58775533285109
0.227,3.58836862970873
0.228,3.58910445616338
0.229,3.58979295299958
0.23,3.59043825672985
0.231,3.59111389147901
0.232,3.59179398187136
0.233,3.59256577423147
0.234,3.59317204011041
0.235,3.59379504719961
0.236,3.59452220035736
0.237,3.59532500740174
0.238,3.59592384989064
0.239,3.59664599710204
0.24,3.59727885881966
0.241,3.59792858696417
0.242,3.5987032519185
0.243,3.59943390248931
0.244,3.6000826977729
0.245,3.60085311089724
0.246,3.60145968464899
0.247,3.60211051410043
0.248,3.60285822082097
0.249,3.60348504244443
0.25,3.60411413835391
0.251,3.60487045574411
0.252,3.6055907960494
0.253,3.60616807065441
0.254,3.60691763933997
0.255,3.60761888381187
0.256,3.60829556122519
0.257,3.60898574309601
0.258,3.60971876447297
0.259,3.61035730056325
0.26,3.61108468467889
0.261,3.61170651218258
0.262,3.61238660772022
0.263,3.61304154517819
0.264,3.61376633999963
0.265,3.61445704098298
0.266,3.61503063285943
0.267,3.61578077288739
0.268,3.61643728100506
0.269,3.61710354065795
0.27,3.61775092172548
0.271,3.61847334950631
0.272,3.61915743304184
0.273,3.61972744980301
0.274,3.62038501867594
0.275,3.62105602955599
0.276,3.62170393918966
0.277,3.62236965904601
0.278,3.62307251548355
0.279,3.62365397818741
0.28,3.62434713671989
0.281,3.62495170981515
0.282,3.62560487114054
0.283,3.62631621395065
0.284,3.62698357422769
0.285,3.6275542548302
0.286,3.62826611000187
0.287,3.62897792990402
0.288,3.62960442315997
0.289,3.63030455807562
0.29,3.63098044897382
0.291,3.63165222811304
0.292,3.63236467746686
0.293,3.63293753714099
0.294,3.63366056397927
0.295,3.63434023440787
0.296,3.63503983881048
0.297,3.63568124412676
0.298,3.63636015481928
0.299,3.63709371735988
0.3,3.63770753620002
0.301,3.6384014503173
0.302,3.63909368500455
0.303,3.63973786492947
0.304,3.6404320154471
0.305,3.64102115770755
0.306,3.64172213853222
0.307,3.64238697699047
0.308,3.64303545776393
0.309,3.64369672072543
0.31,3.6442585940955
0.311,3.64491349381161
0.312,3.64555862380146
0.313,3.64619954322852
0.314,3.64675888717065
0.315,3.64747473371072
0.316,3.6480598623773
0.317,3.64862680494874
0.318,3.64934218543601
0.319,3.64989107529155
0.32,3.65051708561668
0.321,3.65108296083697
0.322,3.65169371904469
0.323,3.65230380780049
0.324,3.65287756918868
0.325,3.6534670451461
0.326,3.65405850917785
0.327,3.65452834052181
0.328,3.65508091847518
0.329,3.65572850365037
0.33,3.65624902108444
0.331,3.65696165122445
0.332,3.65736605801429
0.333,3.65797769009212
0.334,3.6585280248379
0.335,3.65909992555449
0.336,3.65957885361638
0.337,3.6601788559395
0.338,3.66074529128219
0.339,3.66133553833017
0.34,3.66188507722756
0.341,3.66242101913039
0.342,3.66284481493266
0.343,3.66348257506278
0.344,3.66414012582026
0.345,3.6645747098085
0.346,3.66512919211433
0.347,3.66570778801306
0.348,3.6662237899413
0.349,3.66680624279398
0.35,3.66736067672094
0.351,3.66794439049627
0.352,3.66847096212762
0.353,3.6690017104961
0.354,3.66956094411248
0.355,3.67007452278187
0.356,3.67072295142582
0.357,3.67128111383713
0.358,3.67185519372451
0.359,3.67242949044397
0.36,3.67302663070709
0.361,3.67357293252623
0.362,3.67415014766829
0.363,3.67473734385961
0.364,3.67524691888481
0.365,3.67582256765917
0.366,3.67639918774199
0.367,3.67702425341019
0.368,3.6775423306872
0.369,3.67821835597851
0.37,3.67877132149959
0.371,3.6793058089625
0.372,3.67997798233351
0.373,3.68057889035114
0.374,3.68113120096941
0.375,3.68171356829682
0.376,3.68237454722483
0.377,3.68288879655731
0.378,3.68356920665213
0.379,3.68411210327757
0.38,3.68473510884901
0.381,3.68534728537766
0.382,3.68592298492471
0.383,3.68660396559422
0.384,3.68725665261213
0.385,3.68786715237634
0.386,3.68846351553401
0.387,3.68906008553185
0.388,3.68974850811346
0.389,3.69035188572593
0.39,3.69096355310409
0.391,3.69167703047022
0.392,3.6923085720457
0.393,3.69296198369654
0.394,3.69365530043604
0.395,3.69422914982191
0.396,3.69485531736659
0.397,3.69559941882171
0.398,3.6961374387568
0.399,3.69685963183777
0.4,3.69754771317923
0.401,3.69821249328765
0.402,3.69892423128978
0.403,3.69956401137399
0.404,3.70030360272964
0.405,3.70085804800638
0.406,3.70155306154903
0.407,3.70228219753284
0.408,3.70295833076371
0.409,3.70370333762151
0.41,3.70440318909017
0.411,3.70506294334777
0.412,3.70576162851818
0.413,3.70641771207916
0.414,3.70717527065418
0.415,3.70781940480955
0.416,3.70858563688989
0.417,3.70935365423118
0.418,3.71003685046479
0.419,3.71070154753991
0.42,3.71148442553611
0.421,3.71222448870693
0.422,3.71301445425371
0.423,3.71369954386294
0.424,3.71438818920361
0.425,3.71515409485314
0.426,3.71598346984647
0.427,3.71660868573406
0.428,3.7174014352525
0.429,3.7180514190339
0.43,3.71896933510649
0.431,3.71965700417409
0.432,3.72035760879051
0.433,3.72123250136444
0.434,3.72183412036802
0.435,3.72264210699576
0.436,3.72344718395689
0.437,3.72423808888871
0.438,3.72498113725083
0.439,3.72582770561688
0.44,3.72664332688313
0.441,3.72740133803733
0.442,3.72813182256053
0.443,3.72893837877028
0.444,3.72980552889047
0.445,3.73053785232764
0.446,3.73134219108846
0.447,3.7321792952251
0.448,3.73292308878491
0.449,3.73367876484645
0.45,3.73450362979944
0.451,3.73533919706481
0.452,3.73620106259167
0.453,3.73703814601686
0.454,3.73782224997231
0.455,3.73862992383781
0.456,3.73944598386759
0.457,3.74028729508132
0.458,3.74113710932823
0.459,3.74194744703542
0.46,3.74280401962857
0.461,3.74358926434637
0.462,3.74443872350206
0.463,3.74529770354286
0.464,3.74604922420578
0.465,3.7469931649136
0.466,3.74774692073836
0.467,3.74855367707025
0.468,3.74947936476023
0.469,3.75031031718186
0.47,3.75111741948199
0.471,3.75191720438805
0.472,3.75283986488965
0.473,3.75369045136093
0.474,3.7545425678889
0.475,3.75540535674231
0.476,3.75620013792299
0.477,3.75710752999296
0.478,3.75804671782968
0.479,3.75880403818296
0.48,3.75971573717837
0.481,3.76059026531234
0.482,3.76149796370937
0.483,3.76228591752271
0.484,3.76326770627801
0.485,3.76409829931392
0.486,3.76487711667273
0.487,3.76571934996245
0.488,3.76661259908996
0.489,3.76750797328041
0.49,3.76841496846751
0.491,3.76919568595786
0.492,3.77007372971122
0.493,3.77096873148634
0.494,3.77189240531609
0.495,3.77274206330879
0.496,3.77363026757856
0.497,3.77444649932466
0.498,3.7753270925625
0.499,3.77615833563111
0.5,3.77709374384954
0.501,3.77787895105824
0.502,3.77886918382812
0.503,3.77967264328617
0.504,3.78060992521587
0.505,3.78140472653486
0.506,3.78229970306479
0.507,3.78314469503567
0.508,3.78403914533663
0.509,3.78491755757931
0.51,3.78572735578477
0.511,3.78653224502169
0.512,3.78748489352333
0.513,3.788334686518
0.514,3.78923297404163
0.515,3.79005240109257
0.516,3.79089717292461
0.517,3.79170535038625
0.518,3.79260332141452
0.519,3.79341745622192
0.52,3.79427745782428
0.521,3.79515973974729
0.522,3.79601949879753
0.523,3.7968405891493
0.524,3.79767113441275
0.525,3.79852609319444
0.526,3.79939715954283
0.527,3.80018487554663
0.528,3.80100015929927
0.529,3.801797822959
0.53,3.80264690154674
0.531,3.80351056254417
0.532,3.80438590394242
0.533,3.80518858882362
0.534,3.80596547336125
0.535,3.80683361819086
0.536,3.80755887214759
0.537,3.8084036695813
0.538,3.80927277151733
0.539,3.81002479022284
0.54,3.81080871587137
0.541,3.81165484867706
0.542,3.81241425105567
0.543,3.81329223483825
0.544,3.81403483502398
0.545,3.81484998926329
0.546,3.8156905157778
0.547,3.81645913605516
0.548,3.81726170606481
0.549,3.81801882540046
0.55,3.81869581185029
0.551,3.81953193905685
0.552,3.82034059052398
0.553,3.82106933577935
0.554,3.8218857
0.555,3.82263205405055
0.556,3.823375194247
0.557,3.8241889107284
0.558,3.8249320569296
0.559,3.82563877622133
0.56,3.82641221174108
0.561,3.82712398847713
0.562,3.82792470816041
0.563,3.82865669482247
0.564,3.82941696789985
0.565,3.83015065586924
0.566,3.83087262725854
0.567,3.8316042184958
0.568,3.83234345295242
0.569,3.83310038340536
0.57,3.83390049665751
0.571,3.83459622838489
0.572,3.83530268572432
0.573,3.83601657077513
0.574,3.83679494354722
0.575,3.83750863912987
0.576,3.83827131875086
0.577,3.83896056395168
0.578,3.83964994274168
0.579,3.84034856606395
0.58,3.84105033291862
0.581,3.8418198801063
0.582,3.84257559680757
0.583,3.84317872998713
0.584,3.84395470288301
0.585,3.84469183083856
0.586,3.84535325022835
0.587,3.84606679883802
0.588,3.84683119233594
0.589,3.84743312860645
0.59,3.84812882208596
0.591,3.84883313926708
0.592,3.84963614845995
0.593,3.8503119
0.594,3.8510124780136
0.595,3.85164939131496
0.596,3.85236556830791
0.597,3.85309064021347
0.598,3.85380555
0.599,3.85439581073882
0.6,3.8552299732319
0.601,3.85590786272135
0.602,3.85660927907261
0.603,3.85720968963119
0.604,3.85791986162316
0.605,3.85858557688934
0.606,3.85924662423217
0.607,3.86000858385039
0.608,3.86078244809192
0.609,3.86137631189726
0.61,3.86210062758022
0.611,3.86279840554261
0.612,3.86346109739667
0.613,3.86409236238582
0.614,3.86488936558336
0.615,3.86557611788065
0.616,3.86623260690317
0.617,3.86690785902598
0.618,3.86762626423519
0.619,3.86826901658271
0.62,3.8689982090561
0.621,3.86973644462473
0.622,3.87038708436444
0.623,3.8711884396623
0.624,3.87176642647634
0.625,3.87244159398089
0.626,3.87318223808428
0.627,3.87387499396095
0.628,3.87458969276139
0.629,3.87526706519468
0.63,3.87597410321085
0.631,3.87671755232679
0.632,3.8774245469459
0.633,3.87811957600923
0.634,3.87875638028202
0.635,3.87951970738107
0.636,3.88027948831917
0.637,3.88096853437819
0.638,3.88169805376047
0.639,3.88238113241618
0.64,3.88315533091291
0.641,3.88390327881029
0.642,3.88460935213576
0.643,3.88530592406669
0.644,3.88604446544447
0.645,3.88681677240238
0.646,3.8875465482748
0.647,3.88820978335075
0.648,3.88897857170351
0.649,3.88976560511743
0.65,3.89052728541765
0.651,3.89128511076899
0.652,3.8920901476736
0.653,3.89272412151204
0.654,3.89358824334669
0.655,3.89433343203805
0.656,3.89509734186735
0.657,3.89588731368447
0.658,3.89678441513976
0.659,3.89756865713364
0.66,3.89833580893665
0.661,3.89919999451164
0.662,3.89998760540326
0.663,3.90074553854314
0.664,3.9015984483846
0.665,3.90249853714138
0.666,3.90332825004
0.667,3.90427633359354
0.668,3.90511445260874
0.669,3.90599371415573
0.67,3.90687910708294
0.671,3.90783476869971
0.672,3.90871876197312
0.673,3.90969426412552
0.674,3.91065351735963
0.675,3.91155089547222
0.676,3.91248651613731
0.677,3.91359022287318
0.678,3.91453985546967
0.679,3.91555242200732
0.68,3.9166085198066
0.681,3.91760122261698
0.682,3.91866605076935
0.683,3.91970778682572
0.684,3.9208106710558
0.685,3.92188575965582
0.686,3.92301660955936
0.687,3.92408271539188
0.688,3.92519630439564
0.689,3.92634767573517
0.69,3.92738672774984
0.691,3.9284571835904
0.692,3.92956281115536
0.693,3.93063755116689
0.694,3.93178319338915
0.695,3.93287561815176
0.696,3.93392386593656
0.697,3.93500323050822
0.698,3.93605119600616
0.699,3.93705840308961
0.7,3.93811156706193
0.701,3.93907169087815
0.702,3.94006477874928
0.703,3.94112658223077
0.704,3.94217677917058
0.705,3.94304317946833
0.706,3.94397862976769
0.707,3.94499269183517
0.708,3.94588671668219
0.709,3.94682401335333
0.71,3.94772827342166
0.711,3.94861045
0.712,3.94952872477454
0.713,3.95041647178362
0.714,3.95123108219728
0.715,3.9521545519295
0.716,3.95297549939686
0.717,3.95379369524443
0.718,3.95456831909372
0.719,3.95554925691605
0.72,3.95621999652964
0.721,3.95717404561805
0.722,3.95790331492993
0.723,3.95866138329984
0.724,3.95954421560927
0.725,3.96031537048243
0.726,3.96114465528527
0.727,3.96200039815695
0.728,3.9627690336066
0.729,3.96349411286326
0.73,3.96425887247109
0.731,3.96504456621812
0.732,3.96579342761257
0.733,3.96660502937676
0.734,3.96737964414987
0.735,3.96817306092085
0.736,3.9689155356375
0.737,3.9696562143377
0.738,3.97044484409699
0.739,3.97115665974202
0.74,3.97205065712388
0.741,3.97275307941661
0.742,3.97354032365628
0.743,3.97431021660097
0.744,3.97504758841606
0.745,3.97579047002326
0.746,3.97650979974598
0.747,3.97733720234746
0.748,3.97816734780778
0.749,3.97885294771682
0.75,3.97970686724206
0.751,3.98043794145622
0.752,3.98115037454702
0.753,3.98194752538578
0.754,3.9827072850064
0.755,3.98349585673384
0.756,3.9842494348053
0.757,3.98504984470079
0.758,3.98581548861074
0.759,3.98660290038832
0.76,3.9873243212215
0.761,3.9880608417537
0.762,3.98885370125538
0.763,3.98967914251722
0.764,3.99047473795713
0.765,3.99125625288252
0.766,3.9920217445783
0.767,3.99273110339443
0.768,3.99356230223201
0.769,3.99431937823317
0.77,3.99514163933568
0.771,3.99589936013073
0.772,3.99660927556133
0.773,3.9973626077636
0.774,3.99818851849192
0.775,3.99889460458974
0.776,3.99970105113016
0.777,4.00051465591534
0.778,4.00125469351848
0.779,4.00203090139886
0.78,4.00278165508941
0.781,4.00353228485449
0.782,4.00430444335269
0.783,4.00505659117527
0.784,4.00581701062682
0.785,4.00657960778086
0.786,4.00736996736095
0.787,4.0081271915361
0.788,4.00890706213273
0.789,4.00970850644556
0.79,4.01045924223414
0.791,4.01116948694912
0.792,4.01189766782371
0.793,4.01271807288496
0.794,4.01343353418094
0.795,4.01423161226162
0.796,4.01492733467076
0.797,4.01560586861242
0.798,4.01643006677985
0.799,4.01716469386672
0.8,4.01788542707141
0.801,4.0185464347372
0.802,4.0192880402992
0.803,4.02001270182362
0.804,4.02068842195987
0.805,4.02138913889405
0.806,4.02212505577915
0.807,4.0229257609452
0.808,4.02355932443594
0.809,4.02427902885061
0.81,4.02492292626675
0.811,4.02567044140944
0.812,4.02639533031604
0.813,4.02707490529587
0.814,4.02772464956161
0.815,4.02836777534475
0.816,4.02908496693752
0.817,4.02976422158922
0.818,4.03044142556356
0.819,4.0310723443924
0.82,4.03169440256298
0.821,4.03243771898756
0.822,4.03302494454298
0.823,4.03366777146777
0.824,4.03429874749836
0.825,4.03489391932592
0.826,4.03551883612405
0.827,4.0362122191096
0.828,4.03680820753277
0.829,4.03750100805278
0.83,4.03806997116924
0.831,4.03865414918107
0.832,4.03918156777684
0.833,4.03982944044745
0.834,4.0402865777514
0.835,4.04102715542332
0.836,4.04155687721088
0.837,4.04212483817966
0.838,4.04272763657456
0.839,4.04336175779585
0.84,4.04387576357345
0.841,4.04442871599963
0.842,4.04501647328698
0.843,4.0455199011594
0.844,4.0460346696024
0.845,4.04667559632383
0.846,4.04727896078126
0.847,4.04784601241029
0.848,4.04832953197566
0.849,4.0488873687278
0.85,4.04944318914578
0.851,4.04999404929226
0.852,4.05055898420495
0.853,4.0511044183552
0.854,4.0516933258566
0.855,4.05222512183207
0.856,4.05271622495093
0.857,4.05333895857737
0.858,4.0538188303274
0.859,4.05432645953329
0.86,4.0548534408107
0.861,4.05547178818661
0.862,4.05606553128771
0.863,4.05651668999171
0.864,4.05713025163335
0.865,4.0575714092634
0.866,4.05822548783875
0.867,4.05874042700448
0.868,4.05923125131863
0.869,4.05986920874236
0.87,4.06039878566863
0.871,4.06091751774854
0.872,4.06144587706462
0.873,4.06207697066174
0.874,4.06270745765144
0.875,4.06325031232411
0.876,4.06381017744217
0.877,4.06436099761249
0.878,4.06494929400664
0.879,4.06553786977001
0.88,4.06613218098495
0.881,4.06671374501914
0.882,4.06729690684134
0.883,4.06794406877755
0.884,4.06847964938484
0.885,4.06916449685267
0.886,4.06968313115141
0.887,4.07032477956295
0.888,4.07084580312886
0.889,4.07161681866138
0.89,4.07223366476904
0.891,4.07274666355032
0.892,4.07341894660157
0.893,4.07417878784723
0.894,4.07474903768436
0.895,4.07542167216446
0.896,4.07609671028964
0.897,4.07673480091501
0.898,4.07732148099995
0.899,4.07815062038815
0.9,4.07875334779699
0.901,4.07952520050779
0.902,4.08016857910245
0.903,4.08086103345401
0.904,4.08159535369326
0.905,4.08232036751551
0.906,4.0829957706108
0.907,4.08376257018965
0.908,4.08452914775186
0.909,4.08526272642409
0.91,4.08599155029383
0.911,4.08675497493106
0.912,4.08750604229503
0.913,4.088287707946
0.914,4.08904465576215
0.915,4.08986368366475
0.916,4.09071739679213
0.917,4.0915324413761
0.918,4.09231514507969
0.919,4.09316027607748
0.92,4.09387684496489
0.921,4.09472622661553
0.922,4.09567269470406
0.923,4.09647766825804
0.924,4.09729452801671
0.925,4.09826312691652
0.926,4.09907324274877
0.927,4.09995398539435
0.928,4.10093141234707
0.929,4.10178615541674
0.93,4.10274065681697
0.931,4.10372423100361
0.932,4.10458652295345
0.933,4.10565565029529
0.934,4.10662836603541
0.935,4.10747227965755
0.936,4.10854179870321
0.937,4.10949290889122
0.938,4.11055891135587
0.939,4.11161353680385
0.94,4.11259937406543
0.941,4.11357115323168
0.942,4.11473210004441
0.943,4.11578196503522
0.944,4.11685747158176
0.945,4.11792634612549
0.946,4.11899014233496
0.947,4.12016190877863
0.948,4.12128229765482
0.949,4.12244364611518
0.95,4.12357317925758
0.951,4.12468965170502
0.952,4.12588545572477
0.953,4.12707834873995
0.954,4.12823137593011
0.955,4.12938326038349
0.956,4.13073683896398
0.957,4.13191556926866
0.958,4.13310719886432
0.959,4.13441343861946
0.96,4.13574365496504
0.961,4.13699442317211
0.962,4.13829768883306
0.963,4.13950663205135
0.964,4.14094149488252
0.965,4.14217543030346
0.966,4.1434990010364
0.967,4.14487702118504
0.968,4.14630792583113
0.969,4.14764516452428
0.97,4.14898729222107
0.971,4.15048258513522
0.972,4.1518244994307
0.973,4.15326564710758
0.974,4.15464926609353
0.975,4.1562047186877
0.976,4.15766146039917
0.977,4.15915265714758
0.978,4.16062899320619
0.979,4.1621529323557
0.98,4.16361143177675
0.981,4.16515627994751
0.982,4.16675202055631
0.983,4.16829761187503
0.984,4.16986090149723
0.985,4.17144454756857
0.986,4.17300576830729
0.987,4.17462508397071
0.988,4.17625999576123
0.989,4.17794247914702
0.99,4.17955753899997
0.991,4.18123758876763
0.992,4.18289165580781
0.993,4.18463083574419
0.994,4.18639134967428
0.995,4.18806247047093
0.996,4.18979043057945
0.997,4.19160509599098
0.998,4.19340375536568
0.999,4.19533314391872
1,4.19772606548603
